id,categoria,pregunta,respuesta,rango_min,rango_max,informacion,fuente,activa
25_00298,Ciencia,¿Cuántos años vive en promedio un tiburón blanco?,70,60,80,El tiburón blanco puede vivir hasta 70 años en estado salvaje.,Biología Marina,SI
25_00299,Ciencia,¿Cuántos años vive en promedio un oso polar?,25,20,30,Los osos polares viven entre 20 y 25 años en estado salvaje.,Biología Animal,SI
25_00300,Ciencia,¿Cuántos años vive en promedio un águila calva?,20,15,25,Las águilas calvas viven entre 15 y 20 años en estado salvaje.,Biología Animal,SI
25_00301,Ciencia,¿Cuántos años vive en promedio un león?,15,10,20,Los leones viven entre 10 y 15 años en estado salvaje.,Biología Animal,SI
25_00302,Ciencia,¿Cuántos años vive en promedio un tigre?,15,10,20,Los tigres viven entre 10 y 15 años en estado salvaje.,Biología Animal,SI
25_00303,Ciencia,¿Cuántos años vive en promedio un canguro?,8,6,10,Los canguros viven entre 6 y 8 años en estado salvaje.,Biología Animal,SI
25_00304,Ciencia,¿Cuántos años vive en promedio un delfín?,40,30,50,Los delfines pueden vivir entre 30 y 40 años en estado salvaje.,Biología Marina,SI
25_00305,Ciencia,¿Cuántos años vive en promedio un koala?,15,10,20,Los koalas viven entre 10 y 15 años en estado salvaje.,Biología Animal,SI
25_00306,Ciencia,¿Cuántos años vive en promedio un rinoceronte?,40,35,45,Los rinocerontes viven entre 35 y 40 años en estado salvaje.,Biología Animal,SI
25_00307,Ciencia,¿Cuántos años vive en promedio un hipopótamo?,45,40,50,Los hipopótamos viven entre 40 y 45 años en estado salvaje.,Biología Animal,SI
25_00308,Ciencia,¿Cuántos años vive en promedio un cocodrilo?,70,60,80,Los cocodrilos pueden vivir entre 60 y 70 años en estado salvaje.,Biología Animal,SI
25_00309,Ciencia,¿Cuántos años vive en promedio un panda gigante?,20,15,25,Los pandas gigantes viven entre 15 y 20 años en estado salvaje.,Biología Animal,SI
25_00310,Ciencia,¿Cuántos años vive en promedio un flamenco?,40,30,50,Los flamencos pueden vivir entre 30 y 40 años en estado salvaje.,Biología Animal,SI
25_00311,Ciencia,¿Cuántos años vive en promedio un búho?,25,20,30,Los búhos pueden vivir entre 20 y 25 años en estado salvaje.,Biología Animal,SI
25_00312,Ciencia,¿Cuántos años vive en promedio un lobo marino?,20,15,25,Los lobos marinos viven entre 15 y 20 años en estado salvaje.,Biología Marina,SI
25_00313,Ciencia,¿Cuántos años vive en promedio un murciélago?,20,15,25,Los murciélagos pueden vivir entre 15 y 20 años en estado salvaje.,Biología Animal,SI
25_00314,Ciencia,¿Cuántos años vive en promedio un cisne?,20,15,25,Los cisnes pueden vivir entre 15 y 20 años en estado salvaje.,Biología Animal,SI
25_00315,Ciencia,¿Cuántos años vive en promedio un zorro?,5,3,6,Los zorros viven entre 3 y 5 años en estado salvaje.,Biología Animal,SI
25_00316,Ciencia,¿Cuántos años vive en promedio un mapache?,5,3,6,Los mapaches viven entre 3 y 5 años en estado salvaje.,Biología Animal,SI
25_00317,Ciencia,¿Cuántos años vive en promedio un erizo?,5,3,6,Los erizos viven entre 3 y 5 años en estado salvaje.,Biología Animal,SI
25_00318,Ciencia,¿Cuántos años vive en promedio un castor?,20,15,25,Los castores pueden vivir entre 15 y 20 años en estado salvaje.,Biología Animal,SI
25_00319,Ciencia,¿Cuántos años vive en promedio un armadillo?,15,10,20,Los armadillos viven entre 10 y 15 años en estado salvaje.,Biología Animal,SI
25_00320,Ciencia,¿Cuántos años vive en promedio un tejón?,10,8,12,Los tejones viven entre 8 y 10 años en estado salvaje.,Biología Animal,SI
25_00321,Ciencia,¿Cuántos años vive en promedio un puercoespín?,10,8,12,Los puercoespines viven entre 8 y 10 años en estado salvaje.,Biología Animal,SI
25_00322,Ciencia,¿Cuántos años vive en promedio un topo?,5,3,6,Los topos viven entre 3 y 5 años en estado salvaje.,Biología Animal,SI
25_00323,Ciencia,¿Cuántos años vive en promedio un conejo?,10,8,12,Los conejos viven entre 8 y 10 años en estado salvaje.,Biología Animal,SI
25_00324,Ciencia,¿Cuántos años vive en promedio un hurón?,8,6,10,Los hurones viven entre 6 y 8 años en estado salvaje.,Biología Animal,SI
25_00325,Ciencia,¿Cuántos huesos tiene el cuerpo humano?,206,200,210,El cuerpo humano adulto tiene 206 huesos.,Anatomía Humana,SI
25_00326,Ciencia,¿Cuántos litros de sangre tiene un humano adulto?,5,4,6,Un humano adulto tiene aproximadamente 5 litros de sangre.,Fisiología Humana,SI
25_00327,Ciencia,¿Cuántos músculos tiene el cuerpo humano?,600,500,700,El cuerpo humano tiene alrededor de 600 músculos.,Anatomía Humana,SI
25_00328,Ciencia,¿Cuántos dientes tiene un humano adulto?,32,30,35,"Un humano adulto tiene 32 dientes, incluyendo las muelas del juicio.",Anatomía Humana,SI
25_00329,Ciencia,¿Cuántos metros mide el intestino delgado en un humano adulto?,7,6,8,El intestino delgado mide entre 6 y 7 metros de longitud en un adulto.,Anatomía Humana,SI
25_00330,Ciencia,¿Cuántos huesos tiene un recién nacido?,270,260,280,"Un recién nacido tiene alrededor de 270 huesos, que se fusionan para formar los 206 del adulto.",Anatomía Humana,SI
25_00331,Ciencia,¿Cuántos litros de aire puede contener un pulmón humano adulto?,6,5,7,Un pulmón humano adulto puede contener hasta 6 litros de aire.,Fisiología Humana,SI
25_00332,Ciencia,¿Cuántos cromosomas tiene un ser humano?,46,40,50,Los seres humanos tienen 46 cromosomas (23 pares).,Genética Humana,SI
25_00333,Ciencia,¿Cuántos años tiene el huracán más longevo registrado?,31,30,32,"El huracán John duró 31 días en 1994, siendo el más longevo registrado.",Meteorología,SI
25_00334,Ciencia,¿Cuántos kilómetros por hora alcanzó el viento más rápido en un huracán?,345,340,350,"El huracán Patricia alcanzó vientos de 345 km/h en 2015, el más rápido registrado.",Meteorología,SI
25_00335,Ciencia,¿Cuántos metros de altura alcanzó el tsunami más alto registrado?,524,500,550,El tsunami de la bahía de Lituya en 1958 alcanzó 524 metros de altura.,Geología,SI
25_00336,Ciencia,¿Cuántos grados Richter tuvo el terremoto más fuerte registrado?,9,9,10,El terremoto de Valdivia en 1960 tuvo una magnitud de 9.5 grados Richter.,Sismología,SI
25_00337,Ciencia,¿Cuántos años tiene el volcán más antiguo activo?,2000000,1500000,2500000,El Monte Etna en Italia tiene aproximadamente 2 millones de años y sigue activo.,Vulcanología,SI
25_00338,Ciencia,¿Cuántos metros de altura tiene el volcán más alto del mundo?,6893,6800,7000,"El volcán Ojos del Salado en Chile y Argentina mide 6,893 metros de altura.",Geografía,SI
25_00339,Ciencia,¿Cuántos años tiene el Gran Cañón del Colorado?,6000000,5000000,7000000,El Gran Cañón del Colorado se formó hace aproximadamente 6 millones de años.,Geología,SI
25_00340,Ciencia,¿Cuántos metros de profundidad tiene el lago más profundo del mundo?,1642,1600,1700,"El lago Baikal en Rusia tiene una profundidad de 1,642 metros.",Geografía,SI
25_00341,Ciencia,¿Cuántos años tiene el árbol más antiguo del mundo?,5000,4800,5200,"El pino bristlecone llamado Matusalén tiene aproximadamente 5,000 años.",Botánica,SI
25_00342,Ciencia,¿Cuántos metros de altura tiene la cascada más alta del mundo?,979,970,990,El Salto Ángel en Venezuela mide 979 metros de altura.,Geografía,SI
25_00343,Ciencia,¿Cuántos años tiene el glaciar más antiguo del mundo?,2000000,1500000,2500000,El glaciar más antiguo conocido tiene aproximadamente 2 millones de años.,Glaciología,SI
25_00344,Ciencia,¿Cuántos metros de altura tiene la montaña más alta del mundo?,8848,8800,8900,"El Monte Everest mide 8,848 metros de altura.",Geografía,SI
25_00345,Ciencia,¿Cuántos ojos tiene una libélula?,30000,28000,32000,"Una libélula tiene alrededor de 30,000 ojos en sus ojos compuestos.",Entomología,SI
25_00346,Ciencia,¿Cuántos años puede vivir un árbol de secuoya?,3000,2500,3500,"Las secuoyas pueden vivir más de 3,000 años.",Botánica,SI
25_00347,Ciencia,¿Cuántos litros de agua puede almacenar un baobab?,120000,100000,140000,"Un baobab puede almacenar hasta 120,000 litros de agua en su tronco.",Botánica,SI
25_00348,Ciencia,¿Cuántos kilómetros puede migrar una ballena gris?,20000,18000,22000,"Las ballenas grises migran hasta 20,000 km al año, desde México hasta el Ártico.",Biología Marina,SI
25_00349,Ciencia,¿Cuántos años puede vivir un tiburón ballena?,100,90,110,Los tiburones ballena pueden vivir hasta 100 años.,Biología Marina,SI
25_00350,Ciencia,¿Cuántos metros puede saltar un canguro?,9,8,10,Un canguro puede saltar hasta 9 metros de distancia en un solo salto.,Biología Animal,SI
25_00351,Ciencia,¿Cuántos años puede vivir un molusco de la especie Arctica islandica?,500,400,600,"El molusco Arctica islandica puede vivir más de 500 años, siendo uno de los animales más longevos.",Biología Marina,SI
25_00352,Ciencia,¿Cuántos kilómetros puede recorrer un albatros en un solo vuelo?,16000,15000,17000,"Un albatros puede recorrer hasta 16,000 km en un solo vuelo sin aterrizar.",Ornitología,SI
25_00353,Ciencia,¿Cuántos años puede vivir un erizo de mar rojo?,200,180,220,El erizo de mar rojo puede vivir más de 200 años.,Biología Marina,SI
25_00354,Ciencia,¿Cuántos metros de altura puede alcanzar un hongo?,1,1,1,El hongo Phallus indusiatus puede crecer hasta 1 metro de altura.,Micología,SI
25_00355,Deporte,¿Cuántos jugadores hay en un equipo de rugby?,15,15,15,Un equipo de rugby tiene 15 jugadores en el campo.,Reglamentos de Rugby,SI
25_00356,Deporte,¿Cuántos metros mide una pista de atletismo estándar?,400,380,420,Una pista de atletismo oficial mide 400 metros de longitud.,Reglamentos de Atletismo,SI
25_00357,Deporte,¿Cuántos goles anotó Pelé en su carrera?,1283,1200,1300,"Pelé anotó 1,283 goles en partidos oficiales y amistosos.",Historia del Fútbol,SI
25_00358,Deporte,¿Cuántos jueces de línea hay en un partido de tenis?,9,7,10,"En partidos profesionales de tenis, hay 9 jueces de línea (incluyendo el juez de silla).",Reglamentos de Tenis,SI
25_00359,Deporte,¿Cuántos metros mide un campo de fútbol reglamentario?,105,90,110,Un campo de fútbol mide entre 100 y 110 metros de longitud.,Reglamentos de Fútbol,SI
25_00360,Deporte,¿Cuántos puntos vale un touchdown en fútbol americano?,6,5,8,Un touchdown en fútbol americano vale 6 puntos.,Reglamentos de Fútbol Americano,SI
25_00361,Deporte,¿Cuántos jugadores hay en un equipo de básquet?,5,5,5,Un equipo de básquet tiene 5 jugadores en la cancha.,Reglamentos de Básquet,SI
25_00362,Deporte,¿Cuántos metros mide una maratón oficial?,42195,39000,43000,"Una maratón oficial mide 42,195 kilómetros (42.195 metros).",Reglamentos de Atletismo,SI
25_00363,Deporte,¿Cuántos sets se necesitan para ganar un partido de tenis masculino en Grand Slam?,3,3,3,"En torneos de Grand Slam, los hombres juegan al mejor de 5 sets, pero necesitan ganar 3 para ganar el partido.",Reglamentos de Tenis,SI
25_00364,Deporte,¿Cuántos jugadores hay en un equipo de vóley?,6,6,6,Un equipo de vóley tiene 6 jugadores en la cancha.,Reglamentos de Vóley,SI
25_00365,Deporte,¿Cuántos hoyos tiene un campo de golf estándar?,18,16,20,Un campo de golf estándar tiene 18 hoyos.,Reglamentos de Golf,SI
25_00366,Deporte,¿Cuántos jugadores hay en un equipo de polo?,4,4,4,Un equipo de polo tiene 4 jugadores en el campo.,Reglamentos de Polo,SI
25_00367,Deporte,¿Cuántos metros mide una cancha de pádel?,20,18,22,Una cancha de pádel mide 20 metros de longitud.,Reglamentos de Pádel,SI
25_00368,Deporte,¿Cuántos kilómetros recorre un ciclista en el Tour de Francia?,3500,3000,4000,"El Tour de Francia tiene una distancia aproximada de 3,500 kilómetros.",Historia del Ciclismo,SI
25_00369,Deporte,¿Cuántos puntos vale un triple en básquet?,3,3,3,Un lanzamiento desde la línea de tres puntos en básquet vale 3 puntos.,Reglamentos de Básquet,SI
25_00370,Deporte,¿Cuántos metros mide un salto de longitud récord masculino?,9,8,9,"El récord mundial de salto de longitud masculino es de 8.95 metros, logrado por Mike Powell en 1991.",Récords de Atletismo,SI
25_00371,Deporte,¿Cuántos jugadores hay en un equipo de waterpolo?,7,7,7,Un equipo de waterpolo tiene 7 jugadores en el agua.,Reglamentos de Waterpolo,SI
25_00372,Deporte,¿Cuántos metros mide una cancha de balonmano?,40,36,44,Una cancha de balonmano mide 40 metros de longitud.,Reglamentos de Balonmano,SI
25_00373,Deporte,¿Cuántos goles anotó Lionel Messi en un año natural (2012)?,91,85,95,"Lionel Messi anotó 91 goles en 2012, un récord mundial.",Historia del Fútbol,SI
25_00374,Deporte,¿Cuántos metros mide un salto con pértiga récord femenino?,5,4,6,"El récord mundial femenino de salto con pértiga es de 5.06 metros, logrado por Yelena Isinbayeva en 2009.",Récords de Atletismo,SI
25_00375,Deporte,¿Cuántos goles anotó Cristiano Ronaldo en la UEFA Champions League hasta 2023?,140,135,145,"Cristiano Ronaldo anotó 140 goles en la UEFA Champions League, siendo el máximo goleador histórico.",Récords de Fútbol,SI
25_00376,Deporte,¿Cuántos Grand Slam ha ganado Serena Williams?,23,22,24,Serena Williams ha ganado 23 títulos de Grand Slam en individuales femeninos.,Récords de Tenis,SI
25_00377,Deporte,¿Cuántos puntos anotó Wilt Chamberlain en un solo partido de la NBA?,100,95,105,Wilt Chamberlain anotó 100 puntos en un partido de la NBA en 1962.,Récords de la NBA,SI
25_00378,Deporte,¿Cuántos metros mide el salto más largo en esquí?,254,250,260,"El récord mundial de salto en esquí es de 253.5 metros, logrado por Stefan Kraft en 2017.",Récords de Deportes de Invierno,SI
25_00379,Deporte,¿Cuántos años tenía el ganador más joven de un Grand Slam de tenis?,17,16,18,Michael Chang ganó el Abierto de Francia en 1989 a los 17 años.,Récords de Tenis,SI
25_00380,Deporte,¿Cuántos metros mide el récord mundial de lanzamiento de jabalina masculino?,98,95,100,"El récord mundial de lanzamiento de jabalina es de 98.48 metros, logrado por Jan Železný en 1996.",Récords de Atletismo,SI
25_00381,Deporte,¿Cuántos goles anotó Diego Maradona en la Copa del Mundo?,8,7,9,Diego Maradona anotó 8 goles en total en las Copas del Mundo.,Récords de Fútbol,SI
25_00382,Deporte,¿Cuántos segundos duró el gol más rápido en la historia de la Copa del Mundo?,11,10,12,Hakan ?ükür anotó el gol más rápido en la historia de la Copa del Mundo en 11 segundos (2002).,Récords de Fútbol,SI
25_00383,Deporte,¿Cuántos metros mide el récord mundial de salto de altura femenino?,2,2,2,"El récord mundial de salto de altura femenino es de 2.09 metros, logrado por Stefka Kostadinova en 1987.",Récords de Atletismo,SI
25_00384,Deporte,¿Cuántos años tenía el ganador más joven del Tour de Francia?,19,17,22,Henri Cornet ganó el Tour de Francia en 1904 a los 19 años.,Récords de Ciclismo,SI
25_00385,Deporte,¿Cuántos metros mide el récord mundial de salto triple masculino?,18,16,20,"El récord mundial de salto triple es de 18.29 metros, logrado por Jonathan Edwards en 1995.",Récords de Atletismo,SI
25_00386,Deporte,¿Cuántos goles anotó Pelé en la Copa del Mundo?,12,10,14,Pelé anotó 12 goles en total en las Copas del Mundo.,Récords de Fútbol,SI
25_00387,Deporte,¿Cuántos metros mide el récord mundial de natación en 100 metros libres masculino?,47,45,49,"El récord mundial de 100 metros libres es de 46.91 segundos, logrado por César Cielo en 2009.",Récords de Natación,SI
25_00388,Deporte,¿Cuántos años tenía el ganador más joven de un título de Grand Slam de tenis femenino?,16,15,17,Martina Hingis ganó el Abierto de Australia en 1997 a los 16 años.,Récords de Tenis,SI
25_00389,Deporte,¿Cuántos metros mide el récord mundial de lanzamiento de peso femenino?,23,20,24,"El récord mundial de lanzamiento de peso femenino es de 22.63 metros, logrado por Natalya Lisovskaya en 1987.",Récords de Atletismo,SI
25_00390,Deporte,¿Cuántos goles anotó Gerd Müller en la Bundesliga?,365,360,370,"Gerd Müller anotó 365 goles en la Bundesliga, siendo el máximo goleador histórico.",Récords de Fútbol,SI
25_00391,Deporte,¿Cuántos metros mide el récord mundial de salto con pértiga masculino?,6,6,6,"El récord mundial de salto con pértiga masculino es de 6.23 metros, logrado por Armand Duplantis en 2023.",Récords de Atletismo,SI
25_00392,Deporte,¿Cuántos años tenía el ganador más joven de un título de Grand Slam de tenis masculino?,17,15,19,Boris Becker ganó Wimbledon en 1985 a los 17 años.,Récords de Tenis,SI
25_00393,Deporte,¿Cuántos metros mide el récord mundial de salto de longitud femenino?,8,6,9,"El récord mundial de salto de longitud femenino es de 7.52 metros, logrado por Galina Chistyakova en 1988.",Récords de Atletismo,SI
25_00394,Deporte,¿Cuántos goles anotó Romário en su carrera?,1000,950,1100,"Romário anotó más de 1,000 goles en partidos oficiales y amistosos.",Récords de Fútbol,SI
25_00395,Deporte,¿Cuántos títulos de Fórmula 1 tiene Lewis Hamilton?,7,7,7,Lewis Hamilton ha ganado 7 títulos mundiales de Fórmula 1 (hasta 2023).,Historia de la Fórmula 1,SI
25_00396,Deporte,¿Cuántos años tenía Juan Manuel Fangio cuando ganó su último título de Fórmula 1?,46,44,48,Fangio ganó su último título en 1957 a los 46 años.,Historia del Automovilismo,SI
25_00397,Deporte,¿Cuántos goles anotó Gabriel Batistuta en la Copa del Mundo?,10,8,12,Batistuta anotó 10 goles en total en las Copas del Mundo.,Historia del Fútbol Argentino,SI
25_00398,Deporte,¿Cuántos metros mide el salto más largo en motocross?,132,130,135,"El récord mundial de salto en motocross es de 132 metros, logrado por Robbie Maddison en 2011.",Récords de Deportes Extremos,SI
25_00399,Deporte,¿Cuántos títulos de la Copa Libertadores tiene River Plate? (hasta 2024),4,4,4,"River Plate ha ganado 4 Copas Libertadores (1986, 1996, 2015, 2018).",Historia del Fútbol Argentino,SI
25_00400,Deporte,¿Cuántos años tenía Michael Schumacher cuando ganó su primer título de Fórmula 1?,24,24,26,Schumacher ganó su primer título en 1994 a los 25 años.,Historia de la Fórmula 1,SI
25_00401,Deporte,¿Cuántos goles anotó Lionel Messi en su etapa en el Barcelona?,672,670,690,Messi anotó 672 goles en total durante su etapa en el Barcelona.,Historia del Fútbol,SI
25_00402,Deporte,¿Cuántos metros mide el salto más alto en BMX?,9,8,10,"El récord mundial de salto en BMX es de 9.07 metros, logrado por Jed Mildon en 2011.",Récords de Deportes Extremos,SI
25_00403,Deporte,¿Cuántos títulos de la NBA tiene Michael Jordan?,6,6,6,Michael Jordan ganó 6 títulos de la NBA con los Chicago Bulls en los años 90.,Historia del Básquet,SI
25_00404,Deporte,¿Cuántos goles anotó Diego Maradona en la selección argentina?,34,32,38,Maradona anotó 34 goles en 91 partidos con la selección argentina.,Historia del Fútbol Argentino,SI
25_00405,Deporte,¿Cuántos años tenía Usain Bolt cuando batió el récord mundial de 100 metros?,22,21,24,Bolt batió el récord mundial de 100 metros (9.58 segundos) en 2009 a los 22 años.,Récords de Atletismo,SI
25_00406,Deporte,¿Cuántos metros mide el salto más largo en snowboard?,49,45,50,"El récord mundial de salto en snowboard es de 49 metros, logrado por Max Parrot en 2019.",Récords de Deportes Extremos,SI
25_00407,Deporte,¿Cuántos goles anotó Sergio Agüero en la Premier League?,184,160,190,"Agüero anotó 184 goles en la Premier League, siendo el máximo goleador extranjero.",Historia del Fútbol,SI
25_00408,Deporte,¿Cuántos años tenía Ayrton Senna cuando ganó su primer título de Fórmula 1?,28,27,29,Senna ganó su primer título en 1988 a los 28 años.,Historia de la Fórmula 1,SI
25_00409,Deporte,¿Cuántos goles anotó Alfredo Di Stéfano en su carrera?,514,501,520,Di Stéfano anotó 514 goles en partidos oficiales durante su carrera.,Historia del Fútbol,SI
25_00410,Deporte,¿Cuántos metros mide el salto más alto en paracaidismo?,39000,35000,45000,"El récord mundial de salto en paracaidismo es de 39,068 metros, logrado por Alan Eustace en 2014.",Récords de Deportes Extremos,SI
25_00411,Deporte,¿Cuántos goles anotó Lionel Messi en la Copa América 2021?,4,3,5,"Messi anotó 4 goles en la Copa América 2021, ayudando a Argentina a ganar el título.",Historia del Fútbol Argentino,SI
25_00412,Deporte,¿Cuántos años tenía Simone Biles cuando ganó su primer oro olímpico?,19,18,20,Biles ganó su primer oro olímpico en 2016 a los 19 años.,Historia de los Juegos Olímpicos,SI
25_00413,Deporte,¿Cuántos goles anotó Juan Román Riquelme en Boca Juniors?,92,90,105,Riquelme anotó 92 goles en total durante su etapa en Boca Juniors.,Historia del Fútbol Argentino,SI
25_00414,Deporte,¿Cuántos años tenía Nadia Comaneci cuando logró el primer 10 perfecto en gimnasia olímpica?,14,13,15,Nadia Comaneci logró el primer 10 perfecto en los Juegos Olímpicos de 1976 a los 14 años.,Historia de los Juegos Olímpicos,SI
25_00415,Deporte,¿Cuántos goles anotó Pelé en la Copa del Mundo?,12,10,14,"Pelé anotó 12 goles en total en las Copas del Mundo, consolidándose como uno de los mejores.",FIFA,SI
25_00416,Deporte,¿Cuántos puntos anotó Michael Jordan en su carrera?,32292,25834,38750,"Michael Jordan anotó 32,292 puntos en su carrera en la NBA.",NBA Records,SI
25_00417,Deporte,¿Cuántos Grand Slams ganó Serena Williams?,23,18,28,Serena Williams ha ganado 23 Grand Slams en su carrera.,WTA,SI
25_00418,Deporte,¿Cuántos títulos de la Champions tiene el Real Madrid?,14,11,17,El Real Madrid ha ganado 14 títulos de la Champions League.,UEFA,SI
25_00419,Deporte,¿Cuántos goles anotó Cristiano Ronaldo en la UEFA?,140,112,168,Cristiano Ronaldo ha anotado 140 goles en competiciones de la UEFA.,UEFA,SI
25_00420,Deporte,¿Cuántos medallas de oro ganó Usain Bolt en los JJOO?,8,6,10,Usain Bolt ha ganado 8 medallas de oro en los Juegos Olímpicos.,Comité Olímpico,SI
25_00421,Deporte,¿Cuántos puntos anotó Kobe Bryant en un solo partido?,81,65,97,Kobe Bryant anotó 81 puntos en un solo partido en 2006.,NBA Records,SI
25_00422,Deporte,¿Cuántos mundiales de F1 ganó Lewis Hamilton?,7,6,8,Lewis Hamilton ha ganado 7 campeonatos mundiales de Fórmula 1.,Fórmula 1,SI
25_00423,Deporte,¿Cuántos goles anotó Messi en la Champions?,129,103,155,Lionel Messi ha anotado 129 goles en la Champions League.,UEFA,SI
25_00424,Deporte,¿Cuántos triples anotó Stephen Curry en una temporada?,402,322,482,Stephen Curry anotó 402 triples en la temporada 2015-2016.,NBA Records,SI
25_00425,Deporte,¿Cuántos partidos consecutivos sin perder logró el equipo de fútbol Steaua Bucarest?,104,83,125,Steaua Bucarest mantuvo una racha de 104 partidos sin perder entre 1984 y 1989.,Récords Guinness,SI
25_00426,Deporte,¿Cuántos metros recorrió un caballo en la carrera más larga de la historia?,480000,384000,576000,"En 1928, un caballo recorrió 480000 metros en una carrera de resistencia en Australia.",Récords Ecuestres,SI
25_00427,Deporte,¿Cuántos días duró el partido de tenis más largo de la historia?,3,2,4,El partido entre Isner y Mahut en Wimbledon 2010 duró 3 días.,Wimbledon,SI
25_00428,Deporte,¿Cuántos puntos anotó un equipo de baloncesto en un solo partido?,186,149,223,El equipo Pistons anotó 186 puntos en un partido de la NBA en 1983.,NBA Records,SI
25_00429,Deporte,¿Cuántos goles anotó un solo jugador en un partido de fútbol?,16,13,19,Stephan Stanis anotó 16 goles en un partido en 1942.,FIFA,SI
25_00430,Deporte,¿Cuántos metros medía el salto más largo de un caballo en competencia?,8,6,10,Un caballo saltó 8 metros en una competencia ecuestre en 1975.,Récords Ecuestres,SI
25_00431,Deporte,¿Cuántos segundos duró el KO más rápido en boxeo?,2,1,3,El KO más rápido ocurrió en 2 segundos en un combate en 1947.,Récords Guinness,SI
25_00432,Deporte,¿Cuántos metros nadó un perro en una competencia acuática?,1000,800,1200,Un perro nadó 1000 metros en una competencia en California en 2015.,Récords Animales,SI
25_00433,Deporte,¿Cuántos años tenía el golfista más joven en ganar un torneo profesional?,14,11,17,El golfista más joven en ganar un torneo profesional tenía 14 años.,PGA Tour,SI
25_00434,Deporte,¿Cuántos minutos duró el partido de hockey más largo?,176,141,211,El partido de hockey más largo duró 176 minutos en 1936.,NHL Records,SI
25_00435,Deporte,¿Cuántos metros medía el tiro más largo anotado en baloncesto?,28,22,34,Un jugador anotó un tiro desde 28 metros en un partido universitario en 2010.,NCAA Records,SI
25_00436,Deporte,¿Cuántos años tenía el escalador más joven en subir el Everest?,13,10,16,Un niño de 13 años escaló el Everest en 2010.,Récords Guinness,SI
25_00437,Deporte,¿Cuántos kilómetros recorrió un ciclista en 24 horas?,890,712,1068,Un ciclista recorrió 890 kilómetros en 24 horas en 2019.,Récords Ciclismo,SI
25_00438,Deporte,¿Cuántos metros medía el salto más largo en esquí?,253,202,304,El salto más largo en esquí midió 253 metros en 2017.,Récords Esquí,SI
25_00439,Deporte,¿Cuántos años tenía el jugador más viejo en anotar en un Mundial de Fútbol?,42,34,50,Roger Milla anotó en un Mundial a los 42 años en 1994.,FIFA,SI
25_00440,Deporte,¿Cuántos metros medía el gol más lejano anotado en fútbol?,91,73,109,El gol más lejano fue anotado desde 91 metros en 1996.,FIFA,SI
25_00441,Deporte,¿Cuántos años tenía el maratonista más viejo en completar una maratón?,101,81,121,Un corredor de 101 años completó una maratón en 2011.,Récords Guinness,SI
25_00442,Deporte,¿Cuántos metros medía el penalti más largo anotado en fútbol?,45,36,54,Un jugador anotó un penalti desde 45 metros en 2018.,FIFA,SI
25_00443,Deporte,¿Cuántos años tenía el jugador más joven en debutar en un Mundial?,15,12,18,Un jugador de 15 años debutó en un Mundial de Fútbol en 1982.,FIFA,SI
25_00444,Deporte,¿Cuántos metros medía el balón de fútbol más grande del mundo?,15,12,18,El balón de fútbol más grande medía 15 metros de diámetro y fue creado en 2014.,Récords Guinness,SI
25_00445,Historia,¿En qué año comenzó la Primera Guerra Mundial?,1914,1910,1920,La Primera Guerra Mundial comenzó en 1914 tras el asesinato del archiduque Francisco Fernando.,Enciclopedia Britannica,SI
25_00446,Historia,¿Cuántos años duró la Guerra de los Cien Años?,116,93,139,"La Guerra de los Cien Años duró en realidad 116 años, de 1337 a 1453.",Historia Universal,SI
25_00447,Historia,¿En qué año se firmó la Declaración de Independencia de Estados Unidos?,1776,1770,1790,La Declaración de Independencia de Estados Unidos se firmó el 4 de julio de 1776.,Archivos Nacionales EE.UU.,SI
25_00448,Historia,¿Cuántos años duró el Imperio Romano?,507,406,608,"El Imperio Romano duró aproximadamente 507 años, desde el 27 a.C. hasta el 476 d.C.",Historia Antigua,SI
25_00449,Historia,¿En qué año cayó el Muro de Berlín?,1989,1980,1990,"El Muro de Berlín cayó el 9 de noviembre de 1989, marcando el fin de la Guerra Fría.",Historia Moderna,SI
25_00450,Historia,¿Cuántos años duró la construcción de la Gran Muralla China?,2000,1600,2400,La construcción de la Gran Muralla China se extendió por aproximadamente 2000 años.,Historia de China,SI
25_00451,Historia,¿En qué año se descubrió América?,1492,1490,1495,Cristóbal Colón descubrió América el 12 de octubre de 1492.,Enciclopedia Britannica,SI
25_00452,Historia,¿Cuántos años duró la Revolución Francesa?,10,8,12,"La Revolución Francesa duró 10 años, desde 1789 hasta 1799.",Historia Moderna,SI
25_00453,Historia,¿En qué año se fundó la ciudad de Roma?,753,602,904,"Según la tradición, Roma fue fundada en el año 753 a.C. por Rómulo y Remo.",Historia Antigua,SI
25_00454,Historia,¿Cuántos años duró la dinastía Ming en China?,276,221,331,"La dinastía Ming gobernó China durante 276 años, desde 1368 hasta 1644.",Historia de China,SI
25_00455,Historia,¿En qué año comenzó la Revolución Industrial?,1760,1700,1780,La Revolución Industrial comenzó en Inglaterra alrededor de 1760.,Historia Moderna,SI
25_00456,Historia,¿Cuántos años duró la Guerra Fría?,44,35,53,"La Guerra Fría duró 44 años, desde 1947 hasta 1991.",Historia Contemporánea,SI
25_00457,Historia,¿En qué año se escribió la Ilíada por Homero?,800,640,960,"La Ilíada, atribuida a Homero, se escribió alrededor del año 800 a.C.",Literatura Antigua,SI
